Species,ChemicalName,QNs,Freq,log10_Aij,EU_K,CDMS/JPL Intensity
H2CS,Thioformaldehyde,"8(0,8)-7(0,7)",274.5208698,-3.51233,59.31472,-2.8163
H2CS,Thioformaldehyde,"8(5,3)-7(5,2)",274.5777104,-3.72717,386.25518,-3.0274
H2CS,Thioformaldehyde,"8(4,4)-7(4,3)",274.6593915,-3.63662,269.23599,-3.2447
H2CS,Thioformaldehyde,"8(2,7)-7(2,6)",274.7020548,-3.53953,112.0353,-2.9201
H2CS,Thioformaldehyde,"8(3,5)-7(3,4)",274.7333198,-3.57714,177.70349,-2.5757
H2CS,Thioformaldehyde,"8(2,6)-7(2,5)",274.952473,-3.5383,112.0653,-2.9193
H2CS,Thioformaldehyde,"8(1,7)-7(1,6)",278.8864003,-3.49862,73.42907,-2.3526
H2CS,Thioformaldehyde,"23(1,22)-23(1,23)",286.8811371,-5.32586,474.33834,-4.867
H2CS,Thioformaldehyde,"9(1,9)-8(1,8)",304.3059748,-3.3807,86.22606,-2.2419
H2CS,Thioformaldehyde,"9(0,9)-8(0,8)",308.7480375,-3.35645,74.13216,-2.6834
H2CS,Thioformaldehyde,"9(5,4)-8(5,3)",308.891507,-3.51607,401.07966,-2.8394
H2CS,Thioformaldehyde,"9(4,5)-8(4,4)",308.9851326,-3.45092,284.06478,-3.0821
H2CS,Thioformaldehyde,"9(2,8)-8(2,7)",309.0151908,-3.37725,126.86564,-2.7809
H2CS,Thioformaldehyde,"9(3,6)-8(3,5)",309.0730838,-3.40612,192.53655,-2.4278
H2CS,Thioformaldehyde,"9(2,7)-8(2,6)",309.3726855,-3.37579,126.91287,-2.78
H2CS,Thioformaldehyde,"9(1,8)-8(1,7)",313.7149072,-3.34094,88.48485,-2.2183
H2CS,Thioformaldehyde,"10(1,10)-9(1,9)",338.0808306,-3.24025,102.45121,-2.126
H2CS,Thioformaldehyde,"10(0,10)-9(0,9)",342.9443689,-3.21727,90.59076,-2.569
H2CS,Thioformaldehyde,"10(5,5)-9(5,4)",343.202331,-3.34115,417.55066,-2.6894
H2CS,Thioformaldehyde,"10(2,9)-9(2,8)",343.3196445,-3.23354,143.34223,-2.6621
H2CS,Thioformaldehyde,"10(3,7)-9(3,6)",343.412325,-3.25637,209.0177,-2.303
H2CS,Thioformaldehyde,"10(2,8)-9(2,7)",343.8107553,-3.23164,143.413,-2.6609
H2CS,Thioformaldehyde,"10(1,9)-9(1,8)",348.5318733,-3.2005,105.21164,-2.1031
H2CS,Thioformaldehyde,"11(1,11)-10(1,10)",371.8442411,-3.11357,120.29687,-2.0258
H2CS,Thioformaldehyde,"11(0,11)-10(0,10)",377.1066002,-3.09164,108.68893,-2.4701
H2CS,Thioformaldehyde,"11(5,6)-10(5,5)",377.5098515,-3.19076,435.66818,-2.5659
H2CS,Thioformaldehyde,"11(2,10)-10(2,9)",377.6144555,-3.10447,161.46475,-2.5599
H2CS,Thioformaldehyde,"11(4,7)-10(4,6)",377.6292726,-3.15138,318.66418,-2.8344
H2CS,Thioformaldehyde,"11(3,8)-10(3,7)",377.7510677,-3.12295,227.14678,-2.1965
H2CS,Thioformaldehyde,"11(2,9)-10(2,8)",378.2685063,-3.10219,161.56693,-2.5585
H2CS,Thioformaldehyde,"11(1,10)-10(1,9)",383.3359362,-3.07386,123.6088,-2.0037
H2CS,Thioformaldehyde,"12(1,12)-11(1,11)",405.5951669,-2.99816,139.76227,-1.9389
H2CS,Thioformaldehyde,"12(0,12)-11(0,11)",411.231555,-2.97725,128.42479,-2.3845
H2CS,Thioformaldehyde,"12(5,7)-11(5,6)",411.8137369,-3.05819,455.4319,-2.4623
H2CS,Thioformaldehyde,"12(2,11)-11(2,10)",411.8986652,-2.98733,181.23271,-2.4717
